show_id,date_added,release_year
s2890,1-May-20,2013
s2891,26-May-17,2017
s2892,6-Mar-20,2019
s2893,1-Jul-18,2010
s2894,1-Apr-19,2018
s2895,3-Mar-17,2016
s2896,26-Jun-17,2015
s2897,7-Jun-19,2019
s2898,13-Apr-18,2018
s2899,2-Sep-17,2016
s2900,26-Feb-20,2020
s2901,3-Jul-20,2017
s2902,1-Feb-17,2015
s2903,28-Oct-16,2016
s2904,22-Dec-18,2018
s2905,17-Oct-20,2020
s2906,24-Oct-20,2019
s2907,16-Sep-19,2016
s2908,24-Jul-17,2016
s2909,24-Feb-17,2017
s2910,23-Mar-19,2011
s2911,31-Jan-19,2017
s2912,5-Sep-18,2014
s2913,2-Aug-18,2010
s2914,7-May-19,2019
s2915,15-May-19,2019
s2916,29-Nov-19,2019
s2917,15-May-20,2019
s2918,23-Apr-19,2019
s2919,20-May-20,2010
s2920,19-Apr-19,2016
s2921,22-Oct-19,2015
s2922,19-Aug-16,2016
s2923,6-Aug-19,2015
s2924,1-Oct-17,2013
s2925,1-Oct-20,2019
s2926,27-May-20,2019
s2927,13-Sep-19,2019
s2928,4-Sep-20,2020
s2929,15-Nov-19,2019
s2930,28-Feb-18,2017
s2931,25-May-18,2018
s2932,27-Jan-17,2017
s2933,4-Aug-17,2017
s2934,15-Dec-16,2016
s2935,1-Oct-17,2016
s2936,23-Jan-18,2014
s2937,6-Oct-17,2017
s2938,1-Jan-18,2010
s2939,15-Dec-18,2014
s2940,20-Nov-20,2020
s2941,15-Mar-19,2018
s2942,11-Sep-18,2018
s2943,1-Sep-19,2008
s2944,1-Jun-19,2017
s2945,23-Sep-16,2016
s2946,24-Jul-18,2018
s2947,23-Jan-15,2015
s2948,19-Nov-19,2019
s2949,1-Sep-13,2013
s2950,19-Oct-18,2018
s2951,7-Dec-19,2009
s2952,20-Mar-19,2018
s2953,3-Aug-20,2020
s2954,6-Jun-19,1974
s2955,15-Dec-16,2012
s2956,8-Mar-19,2018
s2957,20-Dec-18,2012
s2958,3-Feb-17,2014
s2959,5-Apr-19,2017
s2960,16-Oct-20,2016
s2961,1-Jan-17,2012
s2962,22-Sep-18,2018
s2963,1-Oct-11,1990
s2964,10-May-19,2018
s2965,29-Dec-18,2018
s2966,16-Oct-17,2016
s2967,30-Oct-20,2017
s2968,18-Oct-19,2018
s2969,7-May-20,2019
s2970,19-Mar-18,2017
s2971,7-May-19,2019
s2972,17-Jul-20,2020
s2973,10-Jan-18,2017
s2974,1-May-17,2016
s2975,27-Sep-19,2019
s2976,4-Oct-19,2019
s2977,15-Mar-18,2016
s2978,1-Nov-16,2011
s2979,16-Dec-20,2016
s2980,1-Jan-20,2010
s2981,10-Mar-17,2014
s2982,26-Oct-18,2019
s2983,8-Apr-17,2017
s2984,1-Mar-18,2017
s2985,1-Sep-17,2015
s2986,8-Feb-19,2018
s2987,17-Feb-17,2014
s2988,1-Mar-17,2015
s2989,31-Mar-20,2017
s2990,16-Jul-20,2020
s2991,1-Jan-19,2008
s2992,1-Jan-19,1989
s2993,1-Jan-19,1981
s2994,1-Jan-19,1984
s2995,1-Feb-17,2016
s2996,29-Aug-18,2013
s2997,1-Apr-18,2016
s2998,22-Jul-19,2009
s2999,14-Sep-18,2018
s3000,30-Apr-19,2018
s3001,15-Nov-19,2013
s3002,30-Jun-19,2019
s3003,15-May-20,2020
s3004,1-Aug-18,2005
s3005,1-Dec-20,2012
s3006,5-Jul-20,2013
s3007,1-Jul-19,2008
s3008,1-Oct-19,2017
s3009,23-Jan-19,2017
s3010,1-Mar-18,2005
s3011,11-Oct-19,2019
s3012,20-Sep-19,2019
s3013,24-Sep-19,2019
s3014,31-Aug-18,2018
s3015,15-Sep-18,2017
s3016,1-Jul-19,2015
s3017,29-Jan-19,2017
s3018,14-Dec-18,2018
s3019,8-Jan-21,2021
s3020,9-May-19,2010
s3021,18-May-18,2017
s3022,31-Dec-18,2018
s3023,28-Jun-19,2019
s3024,1-Jan-20,2013
s3025,19-Jul-17,2007
s3026,18-Oct-19,2019
s3027,21-Jul-16,2016
s3028,1-Dec-16,2015
s3029,1-Jul-17,2016
s3030,1-Aug-16,2008
s3031,10-Mar-19,2018
s3032,7-Nov-18,2015
s3033,28-Oct-16,2016
s3034,1-May-20,2020
s3035,1-Jan-21,2007
s3036,28-May-20,2020
s3037,15-Dec-16,2001
s3038,1-Sep-17,2004
s3039,1-Sep-17,2003
s3040,25-Aug-18,2001
s3041,1-Sep-17,2002
s3042,16-Aug-19,2019
s3043,1-Nov-19,2009
s3044,1-Aug-18,2017
s3045,14-Jan-19,2018
s3046,1-Feb-18,2017
s3047,18-Jan-19,2019
s3048,15-Jan-16,2008
s3049,15-Jan-16,2010
s3050,18-Jun-16,2015
s3051,21-Jul-20,2019
s3052,1-Mar-18,2006
s3053,15-Mar-18,2010
s3054,16-May-20,2009
s3055,19-Jul-19,2018
s3056,1-Dec-19,2019
s3057,9-Feb-19,2018
s3058,12-Oct-14,2014
s3059,1-Aug-20,2011
s3060,16-Nov-19,2019
s3061,16-Feb-18,2018
s3062,1-Feb-20,2015
s3063,8-Jan-21,2018
s3064,25-Dec-20,2019
s3065,28-Sep-20,2003
s3066,1-Mar-18,2015
s3067,28-Sep-20,2009
s3068,14-Feb-20,2020
s3069,17-Aug-20,2018
s3070,1-Mar-17,2014
s3071,15-Dec-19,2017
s3072,19-Feb-18,2015
s3073,1-Mar-18,2013
s3074,9-Dec-19,2017
s3075,25-Oct-19,2019
s3076,27-Feb-19,2013
s3077,20-Nov-19,1995
s3078,17-May-19,2019
s3079,3-May-19,2012
s3080,29-Jul-20,2016
s3081,1-Mar-16,2015
s3082,21-Jun-20,2020
s3083,6-Jun-19,2017
s3084,1-Feb-20,2020
s3085,3-Apr-18,2017
s3086,1-Apr-16,2014
s3087,20-Dec-19,2015
s3088,9-Aug-19,2019
s3089,15-Sep-20,2020
s3090,1-Sep-18,2018
s3091,22-Mar-20,2020
s3092,8-Dec-17,1986
s3093,31-Dec-19,2006
s3094,10-Jan-21,2008
s3095,2-Dec-17,2017
s3096,28-Sep-20,2007
s3097,8-Feb-17,2013
s3098,16-Jul-19,2018
s3099,31-Mar-13,2016
s3100,24-Oct-17,2017
s3101,12-Dec-19,2019
s3102,21-Jul-20,2020
s3103,22-Sep-20,2020
s3104,1-Aug-19,1997
s3105,1-Jun-17,2017
s3106,6-Oct-18,2015
s3107,22-Dec-19,2019
s3108,7-Feb-20,2019
s3109,15-Mar-18,2016
s3110,2-Apr-19,2015
s3111,1-Oct-18,2017
s3112,14-Mar-20,2020
s3113,31-Dec-19,2009
s3114,10-May-19,2019
s3115,2-May-18,2017
s3116,6-Aug-17,2014
s3117,15-Oct-17,2013
s3118,19-May-18,2012
s3119,27-Mar-18,2018
s3120,10-Jan-20,2020
s3121,15-Sep-17,2016
s3122,9-Sep-16,2016
s3123,8-Aug-19,2019
s3124,29-Jun-18,2018
s3125,9-Aug-19,2018
s3126,9-Jul-20,2020
s3127,1-May-17,2008
s3128,25-Dec-19,2019
s3129,1-Oct-18,2014
s3130,1-Nov-18,2013
s3131,1-Jan-19,2001
s3132,1-Oct-19,1973
s3133,26-Oct-18,2018
s3134,16-Nov-19,2014
s3135,15-Mar-19,2006
s3136,24-Sep-19,2019
s3137,15-Mar-19,2011
s3138,15-Mar-19,2012
s3139,12-Sep-17,2017
s3140,1-Jan-20,2015
s3141,15-Mar-19,2008
s3142,26-Aug-16,2016
s3143,12-Nov-19,2019
s3144,27-May-20,2020
s3145,16-Apr-20,2015
s3146,22-May-15,2015
s3147,3-Jan-17,2017
s3148,1-Jan-21,2017
s3149,22-Oct-19,2019
s3150,18-Dec-20,2019
s3151,20-Dec-17,2016
s3152,1-Apr-16,2015
s3153,16-Aug-17,2008
s3154,19-Sep-17,2017
s3155,5-May-20,2020
s3156,7-Nov-17,2002
s3157,30-Jan-18,1998
s3158,1-Jan-19,2014
s3159,1-Aug-17,2016
s3160,1-Apr-19,2018
s3161,1-May-18,2016
s3162,16-Jan-20,2019
s3163,1-May-17,2017
s3164,15-Apr-19,2003
s3165,1-Jun-17,2009
s3166,17-Nov-17,2017
s3167,11-Aug-16,2005
s3168,10-Jan-17,2017
s3169,11-Aug-16,2009
s3170,11-Aug-16,2012
s3171,11-Aug-16,2014
s3172,6-Aug-19,2014
s3173,1-Jul-16,2016
s3174,7-Jul-20,2020
s3175,13-Jul-18,2018
s3176,14-Mar-17,2017
s3177,1-Nov-19,1973
s3178,18-Mar-16,2016
s3179,12-Mar-19,2019
s3180,1-Jan-20,2001
s3181,20-Jul-18,2018
s3182,1-Dec-19,2017
s3183,13-Nov-20,2020
s3184,1-Apr-19,2017
s3185,13-Jun-19,2019
s3186,2-Nov-19,2013
s3187,5-Jun-19,2011
s3188,31-Dec-19,1960
s3189,12-Jun-19,2019
s3190,12-Jun-20,2020
s3191,28-Mar-17,2017
s3192,3-May-19,2018
s3193,27-Oct-17,2017
s3194,3-Jul-18,2012
s3195,8-Sep-17,2017
s3196,1-Oct-18,2008
s3197,1-Apr-17,2017
s3198,25-Jul-17,2017
s3199,2-Oct-18,2018
s3200,21-Oct-16,2016
s3201,15-Aug-16,2005
s3202,1-May-19,2018
s3203,2-May-19,2012
s3204,31-Dec-19,2013
s3205,9-May-20,2020
s3206,5-Nov-18,2018
s3207,1-Feb-18,2017
s3208,24-Dec-19,2019
s3209,1-May-18,2018
s3210,1-Apr-18,2012
s3211,13-Nov-15,2015
s3212,20-Aug-20,2020
s3213,1-Jun-15,2013
s3214,28-Feb-20,2014
s3215,21-Dec-18,2017
s3216,2-Aug-18,2012
s3217,16-May-19,2018
s3218,26-Feb-17,2015
s3219,16-Apr-19,2018
s3220,25-Aug-16,2015
s3221,1-Jan-18,2017
s3222,27-Sep-11,2000
s3223,26-May-17,2017
s3224,1-Oct-20,2018
s3225,29-Jan-17,2016
s3226,24-May-19,2019
s3227,3-Jul-20,2020
s3228,20-Mar-17,2015
s3229,27-Jan-17,2016
s3230,8-Mar-19,2019
s3231,31-Oct-17,2017
s3232,12-Dec-17,2017
s3233,1-Oct-18,2015
s3234,31-Dec-19,1997
s3235,1-Mar-18,2017
s3236,8-Aug-19,2011
s3237,15-Sep-18,2017
s3238,1-Jan-21,2009
s3239,10-Sep-20,2020
s3240,17-Mar-17,2017
s3241," November 3, 2015",2014
s3242,8-Dec-20,2019
s3243,28-Apr-17,2015
s3244,1-Nov-20,2011
s3245,1-Mar-19,2005
s3246,1-Aug-19,2015
s3247,18-Sep-20,2020
s3248,3-Dec-20,2020
s3249,5-May-09,2007
s3250,1-Sep-19,2005
s3251,24-Jan-19,2018
s3252,10-Dec-20,2016
s3253,1-Nov-16,2013
s3254,1-Feb-20,2017
s3255,1-Oct-17,2012
s3256,31-Aug-18,1992
s3257,1-Jan-18,2011
s3258,12-Oct-16,2016
s3259,1-Apr-16,2012
s3260,24-Jun-16,2016
s3261,13-Mar-20,2019
s3262,1-Dec-16,2012
s3263,21-Nov-19,2002
s3264,15-Nov-19,2010
s3265,15-Nov-19,2011
s3266,15-Dec-16,2012
s3267,30-Apr-19,2013
s3268,30-Apr-19,2009
s3269,28-Apr-20,2016
s3270,26-Dec-16,2013
s3271,25-Jun-17,2017
s3272,10-Sep-20,2019
s3273,1-Mar-18,2015
s3274,23-Aug-19,2019
s3275,1-Apr-20,2005
s3276,30-Oct-20,2020
s3277,31-Dec-19,1981
s3278,1-Aug-18,2017
s3279,15-Dec-17,2016
s3280,13-Sep-19,2019
s3281,1-Apr-20,2006
s3282,15-May-17,1994
s3283,1-Apr-20,2001
s3284,19-Sep-19,2019
s3285,1-Nov-17,2016
s3286,26-Jun-19,2012
s3287,1-Oct-17,2014
s3288,1-Nov-18,2013
s3289,22-Oct-17,2010
s3290,4-Jul-19,2019
s3291,1-Apr-20,2003
s3292,1-Nov-18,2012
s3293,8-May-18,2016
s3294,1-Jun-20,2019
s3295,9-Dec-20,2019
s3296,1-Mar-18,2017
s3297,29-Nov-19,2016
s3298,1-Oct-18,2009
s3299,15-Jun-17,2017
s3300,4-Sep-20,2019
s3301,1-Mar-18,2017
s3302,29-Mar-20,2020
s3303,1-Dec-17,2017
s3304,1-Apr-20,2016
s3305,22-Jun-20,2020
s3306,10-Mar-17,2015
s3307,29-Aug-19,2019
s3308,19-May-20,2007
s3309,19-Sep-16,2016
s3310,15-Dec-19,2010
s3311,15-Oct-20,2017
s3312,22-Oct-17,2008
s3313,26-Jun-20,2019
s3314,19-Sep-16,2016
s3315,1-Jan-20,2001
s3316,28-Jul-18,2012
s3317,28-Jul-18,2007
s3318,31-Dec-19,1982
s3319,1-Jul-19,2019
s3320,14-Feb-17,2017
s3321,10-Nov-16,2016
s3322,17-May-18,2007
s3323,16-Jan-18,2018
s3324,3-Jul-18,2012
s3325,19-Jul-18,2006
s3326,1-Nov-18,2006
s3327,1-Nov-18,2015
s3328,2-Feb-18,2018
s3329,1-Jul-18,2017
s3330,1-Jan-18,2005
s3331,5-May-17,2017
s3332,21-Jan-20,2019
s3333,18-Sep-15,2015
s3334,15-Mar-20,2019
s3335,22-Feb-17,1990
s3336,22-Feb-17,2014
s3337,14-Mar-17,1996
s3338,14-Feb-19,2019
s3339,31-Oct-19,2019
s3340,29-May-20,2020
s3341,27-Dec-19,2019
s3342,30-Jan-20,2009
s3343,2-Apr-19,2019
s3344,1-Oct-18,2011
s3345,13-Jul-18,2013
s3346,1-Oct-18,2010
s3347,11-Apr-17,2016
s3348,17-Nov-20,2020
s3349,8-Feb-19,2019
s3350,24-Apr-18,2018
s3351,20-Feb-19,2001
s3352,1-Jan-19,2017
s3353,1-Aug-19,2017
s3354,1-Mar-18,1993
s3355,1-May-18,2018
s3356,1-Apr-17,2013
s3357,1-Oct-18,2018
s3358,1-Oct-18,2014
s3359,1-Sep-17,1973
s3360,2-Aug-18,2006
s3361,15-Mar-18,2011
s3362,31-Dec-19,1980
s3363,1-Mar-18,2003
s3364,1-May-19,2018
s3365,6-Oct-17,2017
s3366,26-Apr-18,2017
s3367,8-Dec-16,2016
s3368,4-Nov-19,1995
s3369,1-Apr-19,2018
s3370,4-Mar-19,2015
s3371,1-Nov-20,2016
s3372,8-Sep-17,2015
s3373,12-Jul-19,2019
s3374,4-Oct-19,2019
s3375,,2010
s3376,1-Jan-20,2003
s3377,1-Jan-20,2004
s3378,23-Feb-17,2016
s3379,1-May-19,2015
s3380,15-Jun-19,2014
s3381,6-Sep-19,2019
s3382,17-Feb-17,2016
s3383,21-Aug-20,2011
s3384,16-Dec-18,2014
s3385,1-Apr-17,2014
s3386,14-Nov-20,2019
s3387,15-Jan-20,2020
s3388,1-Apr-20,1988
s3389,31-May-19,2019
s3390,19-Jul-20,2017
s3391,1-Jan-21,2010
s3392,1-Aug-20,2017
s3393,30-Mar-20,2012
s3394,15-Mar-18,2016
s3395,1-Mar-19,2014
s3396,1-Apr-20,2020
s3397,1-Jul-16,2015
s3398,21-Sep-19,2018
s3399,2-Jul-18,2018
s3400,1-Nov-19,2005
s3401,7-Jul-17,2012
s3402,1-Jul-20,2017
s3403,13-Oct-17,2017
s3404,1-Oct-18,2018
s3405,1-Jan-20,1996
s3406,29-Oct-18,2017
s3407,4-Dec-20,2020
s3408,12-Oct-20,2020
s3409,1-Nov-17,2015
s3410,1-Oct-18,2009
s3411,1-Oct-18,2008
s3412,1-May-17,2017
s3413,29-Jun-18,2018
s3414,1-Jan-20,1997
s3415,22-Sep-20,2020
s3416,26-May-19,2016
s3417,17-Jul-20,2020
s3418,15-Dec-18,2017
s3419,2-Oct-19,2017
s3420,21-Aug-17,2013
s3421,15-Nov-19,2019
s3422,13-Aug-19,2019
s3423," December 1, 2019",2015
s3424,1-May-19,2019
s3425,1-Nov-20,2015
s3426,31-Mar-17,1945
s3427,1-Oct-19,2009
s3428,19-Apr-19,2005
s3429,30-Apr-19,2012
s3430,10-Mar-17,2015
s3431,10-Mar-17,2016
s3432,20-Apr-18,2018
s3433,31-May-19,2006
s3434,1-Mar-17,2016
s3435,24-Apr-20,2019
s3436,7-Jan-19,2018
s3437,16-Feb-18,2014
s3438,26-Apr-19,2012
s3439,4-May-18,2018
s3440,30-Oct-20,2020
s3441,3-Nov-18,2003
s3442,4-Jan-21,2020
s3443,31-Dec-19,1972
s3444,5-Jan-17,2014
s3445,8-Sep-17,2009
s3446,8-Sep-17,2013
s3447,8-Sep-17,2016
s3448,8-Sep-17,2012
s3449,17-Nov-17,2017
s3450,8-Sep-17,2017
s3451,8-Sep-17,2010
s3452,8-Sep-17,2013
s3453,7-Nov-18,2015
s3454,25-Jun-20,2020
s3455,8-Jul-19,2019
s3456,31-May-19,2004
s3457,31-Oct-15,2013
s3458,2-Jun-19,2019
s3459,1-Jan-19,2017
s3460,15-May-19,2003
s3461,1-Apr-20,1998
s3462,31-Dec-19,2017
s3463,2-Sep-16,2016
s3464,20-Nov-18,2018
s3465,1-Apr-20,2004
s3466,1-Aug-18,2010
s3467,1-Dec-12,2010
s3468,25-Mar-16,2016
s3469,6-Oct-17,2017
s3470,12-Oct-18,2018
s3471,1-Aug-18,2017
s3472,1-Oct-18,2009
s3473,15-Jan-21,2013
s3474,4-Jul-16,2016
s3475,8-Jan-19,1998
s3476,26-Dec-16,2014
s3477,10-Mar-17,2012
s3478,1-Apr-18,2000
s3479,15-May-19,2005
s3480,15-May-19,2016
s3481,12-Mar-18,2017
s3482,16-May-19,2001
s3483,1-Mar-18,2004
s3484,5-Jan-21,2019
s3485,2-Aug-19,2019
s3486,1-Feb-17,2016
s3487,1-Mar-18,2017
s3488,1-Jan-20,1987
s3489,3-Apr-20,2020
s3490,15-Feb-17,2016
s3491,17-Nov-18,2016
s3492,1-Aug-16,2016
s3493,,2012
s3494,16-Oct-17,2016
s3495,28-Oct-20,2016
s3496,14-Jan-19,2016
s3497,9-Sep-20,2020
s3498,28-Jun-19,2017
s3499,29-Dec-17,2017
s3500,18-Nov-16,2016
s3501,10-Apr-20,2020
s3502,2-Apr-18,2017
s3503,16-Oct-20,2020
s3504,29-Nov-19,2019
s3505,15-Nov-19,2004
s3506,15-Jan-19,2010
s3507,15-Jan-19,2016
s3508,1-Mar-18,2016
s3509,2-May-19,2018
s3510,7-Sep-18,2011
s3511,8-Mar-18,2018
s3512,27-Mar-20,2019
s3513,3-Jun-20,2017
s3514,5-Aug-17,2016
s3515,2-May-20,2019
s3516,10-Nov-17,2017
s3517,1-Jul-19,2006
s3518,8-Mar-19,2019
s3519,18-Jan-19,2018
s3520,1-Apr-18,2015
s3521,19-May-17,2017
s3522,10-Jan-21,2001
s3523,29-Nov-19,2018
s3524,1-Dec-19,2016
s3525,15-Dec-19,2004
s3526,1-Jul-17,1971
s3527,15-Mar-18,2010
s3528,1-Aug-17,2011
s3529,20-Dec-18,2015
s3530,14-Sep-20,2018
s3531,15-Sep-17,2017
s3532,15-Feb-19,2019
s3533,26-Nov-20,2020
s3534,1-Feb-16,2015
s3535,1-Mar-19,2019
s3536,15-Mar-19,2018
s3537,22-May-17,2015
s3538,6-May-19,2019
s3539,28-Jul-20,2020
s3540,11-Mar-20,2019
s3541,16-Jun-20,2012
s3542,21-Dec-18,2018
s3543,1-Aug-19,2015
s3544,1-Jan-19,2010
s3545,12-Jan-21,2020
s3546,15-Mar-19,2018
s3547,31-Jul-20,2020
s3548,2-Aug-16,2011
s3549,15-Jan-19,2002
s3550,29-Dec-19,2012
s3551,16-Oct-17,2012
s3552,1-Mar-19,2004
s3553,23-Mar-18,2016
s3554,1-May-18,2017
s3555,1-May-19,2014
s3556,16-Oct-19,2019
s3557,1-Nov-20,2018
s3558,15-Nov-19,2010
s3559,7-Jan-21,2016
s3560,15-Apr-20,2003
s3561,15-Apr-20,2011
s3562,15-Apr-20,2011
s3563,15-Apr-20,2011
s3564,1-Jul-17,2015
s3565,15-May-20,2018
s3566,1-Aug-18,2017
s3567,16-Dec-20,2013
s3568,26-Dec-18,2014
s3569,3-Apr-20,2019
s3570,16-Jan-20,2015
s3571,1-Jan-20,2010
s3572,30-Mar-18,2017
s3573,24-Feb-17,2017
s3574,5-Oct-19,2019
s3575,16-Aug-18,1982
s3576,18-Jan-19,2017
s3577,2-Nov-19,2016
s3578,1-Nov-19,2010
s3579,29-Jul-16,2016
s3580,1-Feb-19,2014
s3581,1-Sep-17,2017
s3582," February 1, 2019",2017
s3583,1-Feb-19,2018
s3584,10-Jun-16,2016
s3585,15-Jun-18,2018
s3586,1-Nov-20,2019
s3587,1-Nov-20,2018
s3588,4-Oct-16,2016
s3589,6-Aug-17,2015
s3590,1-Feb-19,2018
s3591,1-Feb-19,2017
s3592,1-Nov-20,2020
s3593,1-Nov-20,2019
s3594,1-Feb-19,2016
s3595,1-Nov-20,2019
s3596,6-Jan-17,2013
s3597,14-Jun-19,2019
s3598,28-Apr-20,2010
s3599,10-Jun-20,2020
s3600,1-Jun-17,2015
s3601,20-Aug-18,2017
s3602,20-Dec-15,2013
s3603,15-Mar-17,2016
s3604,16-Aug-20,2012
s3605,14-Jan-20,2020
s3606,28-Sep-18,2018
s3607,6-Nov-17,2017
s3608,8-Nov-19,2019
s3609,31-Mar-17,1946
s3610,2-Jun-20,2006
s3611,8-Aug-19,2015
s3612,8-Aug-19,2013
s3613,28-Nov-19,2019
s3614,15-Apr-17,2014
s3615,4-Dec-20,2020
s3616,7-Feb-19,2018
s3617,2-Nov-19,2015
s3618,1-Jul-17,2013
s3619,1-Feb-18,2017
s3620,2-Oct-19,2014
s3621,14-Feb-20,2010
s3622,12-Sep-18,2018
s3623,1-Apr-17,2010
s3624,21-Jul-18,2014
s3625,1-Nov-18,2007
s3626,1-Jun-19,2018
s3627,28-Dec-18,2012
s3628,25-Feb-19,2018
s3629,22-Apr-15,2009
s3630,15-Jun-19,2019
s3631,1-Aug-17,2016
s3632,23-Jun-18,2018
s3633,20-Jun-16,2014
s3634,2-Jun-20,2006
s3635,28-May-19,2018
s3636,16-Aug-18,1997
s3637,18-May-20,2019
s3638,6-May-19,2018
s3639,3-Aug-18,2018
s3640,1-Nov-19,1992
s3641,4-Mar-20,2019
s3642,6-Feb-16,2015
s3643,17-Dec-18,2018
s3644,21-Nov-14,2014
s3645,1-Oct-19,2017
s3646," October 1, 2019",2012
s3647,21-Feb-18,2012
s3648,1-Dec-18,2016
s3649,26-Aug-20,2020
s3650,21-Dec-18,2017
s3651,9-May-19,2013
s3652,4-Jan-19,2018
s3653,10-Apr-19,2019
s3654,19-Oct-20,2017
s3655,1-Nov-19,1990
s3656,1-Oct-19,2019
s3657,18-Oct-19,2019
s3658,1-Jun-17,2016
s3659,1-Aug-18,1983
s3660,1-Sep-17,2017
s3661,1-Feb-18,2015
s3662,15-Mar-18,2016
s3663,15-Mar-18,2016
s3664,12-Jan-17,2016
s3665,28-Oct-19,2018
s3666,1-Nov-20,1989
s3667,1-Dec-20,2000
s3668,4-Jul-20,2020
s3669,1-Dec-18,2018
s3670,11-Jul-19,2019
s3671,22-Apr-19,2019
s3672,19-Aug-20,2020
s3673,19-Oct-19,2019
s3674,15-Jul-20,2020
s3675,27-Nov-19,2019
s3676,14-Jan-17,2016
s3677,9-Nov-19,2019
s3678,30-Jun-17,2017
s3679,1-Feb-19,2018
s3680,23-Apr-17,2017
s3681,5-Feb-19,2018
s3682,7-Jan-20,2020
s3683,1-Jan-20,2017
s3684,22-May-20,2019
s3685,2-Oct-19,2019
s3686,18-Oct-19,2019
s3687,25-Jul-16,2014
s3688,15-Nov-19,2019
s3689,23-Dec-16,2016
s3690,4-May-18,2018
s3691,1-Feb-19,2017
s3692,31-Dec-17,2013
s3693,1-Apr-18,2017
s3694,1-Oct-18,2016
s3695,21-May-20,1982
s3696,1-Jan-19,1998
s3697,15-Jul-18,2013
s3698,7-Feb-20,2020
s3699,13-Sep-19,2018
s3700,31-Jul-20,2020
s3701,7-May-20,2012
s3702,30-Jul-17,2017
s3703,1-Aug-17,2014
s3704,1-May-17,2015
s3705,1-Nov-19,1976
s3706,18-Jun-20,2019
s3707," May 1, 2018",2016
s3708,1-Nov-19,1962
s3709,9-Nov-18,2017
s3710,1-Jan-21,2017
s3711,22-Dec-20,2020
s3712,31-Mar-17,2015
s3713,29-Sep-17,2017
s3714,12-Nov-17,2017
s3715,17-Nov-17,2017
s3716,1-Sep-19,2016
s3717,1-Dec-18,2009
s3718,16-Aug-18,1990
s3719,9-Apr-16,2015
s3720,1-Sep-17,2015
s3721,20-Nov-19,2019
s3722,29-Jun-18,2015
s3723,12-Aug-17,2015
s3724,15-Dec-17,2017
s3725,1-Aug-18,2012
s3726,15-Sep-19,2019
s3727,1-Mar-19,2019
s3728,1-May-17,2017
s3729,3-Dec-16,2016
s3730,19-Jun-20,2020
s3731," April 17, 2016",2015
s3732,13-Mar-20,2020
s3733,21-Dec-19,2017
s3734,24-Dec-19,2019
s3735,5-Oct-18,2018
s3736,13-Nov-18,2018
s3737,4-Apr-17,2017
s3738,16-Sep-16,2010
s3739,15-Aug-16,2015
s3740,9-Mar-18,2018
s3741,21-Dec-18,2016
s3742,4-Nov-20,2020
s3743,24-Apr-20,2020
s3744,27-Apr-20,2020
s3745,22-Aug-19,2019
s3746,30-Nov-18,2018
s3747,20-Jan-18,2017
s3748,1-Sep-18,2017
s3749,1-Nov-16,2013
s3750,1-Mar-18,2016
s3751,1-Oct-16,2014
s3752,1-Aug-16,2015
s3753,17-Feb-20,2019
s3754,1-Nov-16,2013
s3755,6-Oct-19,2018
s3756,10-Feb-20,2019
s3757,17-Feb-17,2013
s3758,1-Aug-18,2010
s3759,1-Jun-19,2015
s3760,12-May-20,2019
s3761,1-Mar-17,2010
s3762,29-Apr-20,2019
s3763,1-Feb-20,2018
s3764,1-Nov-19,1997
s3765,15-Oct-20,2020
s3766,22-Feb-17,2015
s3767,1-Nov-16,2012
s3768,1-May-18,2017
s3769,1-Nov-16,2012
s3770,1-Apr-19,2016
s3771,31-Jan-19,2017
s3772,16-Aug-18,1994
s3773,22-Jul-20,2019
s3774,14-Feb-18,2018
s3775,1-May-18,2012
s3776,18-Jun-18,2016
s3777,15-Jul-19,2018
s3778,25-Apr-19,2011
s3779,1-Aug-17,2016
s3780,10-Apr-20,2020
s3781,17-Dec-20,2017
s3782,5-Jan-19,2015
s3783,26-Jul-19,2013
s3784,1-Nov-19,2014
s3785,15-Mar-19,2019
s3786,3-Sep-20,2020
s3787,20-Nov-19,2014
s3788,18-Oct-19,2017
s3789,1-Jun-17,2017
s3790,3-Sep-18,2014
s3791,15-May-17,2016
s3792,22-Dec-20,2020
s3793,7-May-17,2016
s3794,16-Nov-20,2016
s3795,1-Jul-18,2006
s3796,26-Apr-19,2019
s3797,16-Aug-18,1995
s3798,16-May-19,2010
s3799,18-Mar-20,2017
s3800,18-Apr-17,2017
s3801,4-May-20,2020
s3802,1-Jan-20,2019
s3803,5-Nov-19,2019
s3804,3-Mar-20,2019
s3805,15-Jul-18,2016
s3806,6-Jul-18,2018
s3807,2-Jun-17,2017
s3808,21-Aug-20,2020
s3809,15-Dec-19,2009
s3810,15-Jun-19,2019
s3811,16-Oct-17,2017
s3812,1-Sep-16,2010
s3813,15-Nov-17,2005
s3814,12-Nov-20,2020
s3815,28-Nov-19,2019
s3816,12-Jul-19,2018
s3817,7-Jun-19,2019
s3818,31-Jan-20,2020
s3819,17-Nov-17,2017
s3820,20-Jul-18,2018
s3821,19-Apr-19,2019
s3822,31-Aug-19,2018
s3823,8-Jan-21,2021
s3824,15-May-18,1979
s3825,5-Apr-19,2018
s3826,15-Jul-16,2015
s3827,15-Jun-18,2018
s3828,1-Oct-18,2012
s3829,22-Aug-17,2017
s3830,1-Jul-18,2017
s3831,18-Dec-20,2020
s3832,18-Dec-20,2020
s3833,1-Jan-18,2017
