show_id,year_added,release_year
s4294,2016,2015
s4295,2019,2019
s4296,2020,2013
s4297,2018,2017
s4298,2017,2017
s4299,2018,2018
s4300,2020,2020
s4301,2019,1962
s4302,2018,2015
s4303,2020,2010
s4304,2018,2012
s4305,2018,2010
s4306,2016,2016
s4307,2016,2015
s4308,2018,2018
s4309,2018,2005
s4310,2019,2019
s4311,2018,2017
s4312,2019,2017
s4313,2019,2019
s4314,2019,2013
s4315,2018,2016
s4316,2019,2017
s4317,2017,2015
s4318,2019,2019
s4319,2018,2011
s4320,2018,2007
s4321,2020,1991
s4322,2017,2017
s4323,2020,2020
s4324,2017,2015
s4325,2020,2012
s4326,2019,2017
s4327,2019,2019
s4328,2017,2016
s4329,2017,2017
s4330,2017,2016
s4331,2018,2018
s4332,2015,2015
s4333,2016,2016
s4334,2014,2014
s4335,2018,2018
s4336,2018,2018
s4337,2018,2018
s4338,2020,2018
s4339,2020,2016
s4340,2019,2002
s4341,2020,2020
s4342,2019,2019
s4343,2020,2020
s4344,2017,2017
s4345,2019,2013
s4346,2015,2015
s4347,2020,2020
s4348,2018,2018
s4349,2019,2018
s4350,2016,2016
s4351,2019,2017
s4352,2018,2001
s4353,2017,2015
s4354,2020,2017
s4355,2020,2017
s4356,2019,2009
s4357,2020,2008
s4358,2020,2018
s4359,2020,2016
s4360,2020,2019
s4361,2018,2009
s4362,2019,2013
s4363,2018,2018
s4364,2019,2017
s4365,2018,2012
s4366,2016,2016
s4367,2019,2011
s4368,2019,2017
s4369,2019,2014
s4370,2020,2020
s4371,2018,1999
s4372,2018,2018
s4373,2021,1988
s4374,2020,2020
s4375,2019,2003
s4376,2017,2014
s4377,2018,2017
s4378,2019,2019
s4379,2017,2017
s4380,2018,2013
s4381,2018,2017
s4382,2018,2014
s4383,2019,2006
s4384,2020,2020
s4385,2017,2016
s4386,2020,2014
s4387,2020,2020
s4388,2019,2019
s4389,2020,2020
s4390,2019,2019
s4391,2021,2021
s4392,2019,2019
s4393,2018,2017
s4394,2017,2017
s4395,2020,2016
s4396,2019,1982
s4397,2018,2007
s4398,2017,2016
s4399,2019,1999
s4400,2015,2015
s4401,2019,2018
s4402,2017,2017
s4403,2020,2020
s4404,2019,2019
s4405,2019,2006
s4406,2016,2008
s4407,2017,2009
s4408,2017,2011
s4409,2016,2007
s4410,2017,2010
s4411,2017,2005
s4412,2017,2006
s4413,2017,2004
s4414,2018,2013
s4415,2020,2020
s4416,2018,2018
s4417,2017,2017
s4418,2020,2020
s4419,2017,2010
s4420,2019,2019
s4421,2019,2018
s4422,2017,2016
s4423,2019,1993
s4424,2018,2016
s4425,2018,2004
s4426,2018,2016
s4427,2016,2016
s4428,2016,2015
s4429,2018,2018
s4430,2017,2016
s4431,2017,2016
s4432,2015,2009
s4433,2015,2009
s4434,2017,2016
s4435,2019,2015
s4436,2018,2013
s4437,2017,1945
s4438,2017,2016
s4439,2018,2017
s4440,2020,2019
s4441,2017,2017
s4442,2020,2014
s4443,2018,2016
s4444,2019,2018
s4445,2018,2018
s4446,2019,1995
s4447,2017,2016
s4448,2020,2009
s4449,2016,2016
s4450,2020,2020
s4451,2019,2018
s4452,2019,2018
s4453,2020,2018
s4454,2020,2004
s4455,2018,2017
s4456,2017,2016
s4457,2019,2007
s4458,2019,2018
s4459,2018,2018
s4460,2020,2020
s4461,2018,2017
s4462,2020,2018
s4463,2020,2018
s4464,2020,2018
s4465,2019,2013
s4466,2020,2018
s4467,2020,2020
s4468,2020,2020
s4469,2021,2021
s4470,2020,2014
s4471,2019,2018
s4472,2017,2016
s4473,2019,2016
s4474,2019,2008
s4475,2019,2019
s4476,2017,2016
s4477,2020,2019
s4478,2019,2009
s4479,2018,1981
s4480,2016,1997
s4481,2020,2019
s4482,2020,2020
s4483,2017,2015
s4484,2019,2018
s4485,2020,2005
s4486,2018,2005
s4487,2018,2018
s4488,2020,2014
s4489,2019,2017
s4490,2019,2019
s4491,2020,1979
s4492,2018,2011
s4493,2019,2017
s4494,2019,2011
s4495,2019,2007
s4496,2019,2019
s4497,2017,2016
s4498,2016,2016
s4499,2019,2019
s4500,2020,2020
s4501,2020,2020
s4502,2017,2017
s4503,2019,2019
s4504,2020,2016
s4505,2017,2016
s4506,2018,2018
s4507,2017,2017
s4508,2020,2020
s4509,2020,2019
s4510,2019,2019
s4511,2016,2016
s4512,2020,2020
s4513,2017,2004
s4514,2019,2019
s4515,2018,2017
s4516,2020,2020
s4517,2017,2016
s4518,2018,2018
s4519,2018,2018
s4520,2019,2019
s4521,2019,2017
s4522,2019,2018
s4523,2019,2017
s4524,2019,2017
s4525,2019,2017
s4526,2019,2017
s4527,2019,2018
s4528,2019,2017
s4529,2019,2017
s4530,2019,2018
s4531,2019,2017
s4532,2019,2017
s4533,2019,2017
s4534,2019,2017
s4535,2019,2017
s4536,2019,2018
s4537,2019,2017
s4538,2019,2018
s4539,2019,2018
s4540,2019,2012
s4541,2018,2018
s4542,2020,2017
s4543,2019,1995
s4544,2018,2016
s4545,2018,2009
s4546,2019,2019
s4547,2016,2016
s4548,2018,2018
s4549,2020,2019
s4550,2017,2012
s4551,2018,2015
s4552,2016,2011
s4553,2015,2015
s4554,2017,2016
s4555,2018,2013
s4556,2018,2013
s4557,2017,2016
s4558,2018,2016
s4559,2018,2016
s4560,2018,2014
s4561,2019,2009
s4562,2019,2018
s4563,2019,2019
s4564,2019,1960
s4565,2019,2007
s4566,2019,2004
s4567,2018,2017
s4568,2020,2020
s4569,2020,2015
s4570,2020,2020
s4571,2020,2020
s4572,2020,2017
s4573,2018,2018
s4574,2018,2018
s4575,2018,2018
s4576,2017,2015
s4577,2016,2015
s4578,2020,2020
s4579,2016,2011
s4580,2017,2016
s4581,2017,2016
s4582,2017,2017
s4583,2017,2017
s4584,2017,1995
s4585,2019,2015
s4586,2018,2011
s4587,2018,2012
s4588,2018,2015
s4589,2020,2012
s4590,2015,2014
s4591,2020,2020
s4592,2017,2017
s4593,2019,2019
s4594,2019,2019
s4595,2019,2019
s4596,2019,2019
s4597,2020,2013
s4598,2019,2016
s4599,2017,2017
s4600,2020,2018
s4601,2017,2017
s4602,2020,2020
s4603,2019,2018
s4604,2016,2015
s4605,2016,2013
s4606,2018,2018
s4607,2019,2014
s4608,2019,2013
s4609,2018,2007
s4610,2020,2009
s4611,2019,2012
s4612,2020,2020
s4613,2018,2017
s4614,2018,2018
s4615,2020,2020
s4616,2018,2018
s4617,2020,2017
s4618,2018,1983
s4619,2018,2017
s4620,2018,2016
s4621,2018,2010
s4622,2018,2018
s4623,2018,2018
s4624,2018,2018
s4625,2018,2018
s4626,2018,2018
s4627,2018,2018
s4628,2018,2018
s4629,2018,2018
s4630,2018,2018
s4631,2020,2019
s4632,2019,2019
s4633,2020,2019
s4634,2019,2010
s4635,2019,2013
s4636,2019,1968
s4637,2017,2001
s4638,2020,2014
s4639,2018,2016
s4640,2019,2019
s4641,2020,2020
s4642,2020,2019
s4643,2019,2013
s4644,2017,2017
s4645,2016,2016
s4646,2018,1998
s4647,2019,2018
s4648,2018,2017
s4649,2017,2016
s4650,2020,2012
s4651,2017,2016
s4652,2017,2017
s4653,2020,2006
s4654,2020,2002
s4655,2019,2019
s4656,2019,2018
s4657,2020,2020
s4658,2017,2015
s4659,2020,2020
s4660,2020,2019
s4661,2018,2013
s4662,2019,2018
s4663,2018,2015
s4664,2019,2006
s4665,2017,2016
s4666,2017,2015
s4667,2020,2020
s4668,2018,2016
s4669,2019,2016
s4670,2017,2016
s4671,2020,2018
s4672,2020,2012
s4673,2016,2012
s4674,2018,2018
s4675,2017,2016
s4676,2018,1984
s4677,2019,2019
s4678,2019,2019
s4679,2018,2017
s4680,2018,2018
s4681,2020,2016
s4682,2020,2016
s4683,2020,2005
s4684,2018,2018
s4685,2018,2017
s4686,2015,2011
s4687,2019,2019
s4688,2016,2016
s4689,2019,2019
s4690,2017,2017
s4691,2019,2019
s4692,2017,2014
s4693,2019,2019
s4694,2020,2018
s4695,2019,2011
s4696,2017,2016
s4697,2019,2019
s4698,2019,2019
s4699,2018,2017
s4700,2017,2017
s4701,2017,2006
s4702,2020,1991
s4703,2018,2018
s4704,2017,2017
s4705,2017,2015
s4706,2020,2020
s4707,2019,2017
s4708,2018,2018
s4709,2019,2018
s4710,2018,2018
s4711,2021,2021
s4712,2020,2020
s4713,2020,2020
s4714,2020,2017
s4715,2019,2017
s4716,2018,2008
s4717,2020,2020
s4718,2019,2006
s4719,2018,2015
s4720,2017,2016
s4721,2019,2007
s4722,2018,2010
s4723,2018,2017
s4724,2018,2017
s4725,2020,2020
s4726,2019,2017
s4727,2017,2012
s4728,2018,2007
s4729,2017,2014
s4730,2016,2016
s4731,2019,2019
s4732,2016,2016
s4733,2018,2017
s4734,2018,2018
s4735,2017,2015
s4736,2019,2019
s4737,2020,2013
s4738,2020,2019
s4739,2018,2005
s4740,2019,2018
s4741,2018,2007
s4742,2019,2002
s4743,2018,2016
s4744,2018,1988
s4745,2020,2011
s4746,2020,2019
s4747,2020,2004
s4748,2016,2015
s4749,2016,2015
s4750,2020,2006
s4751,2020,2020
s4752,2019,2017
s4753,2017,2016
s4754,2019,2002
s4755,2020,2019
s4756,2020,2017
s4757,2019,2014
s4758,2017,2000
s4759,2019,2018
s4760,2019,2018
s4761,2019,2018
s4762,2019,2019
s4763,2018,2018
s4764,2020,2020
s4765,2018,2018
s4766,2016,2016
s4767,2020,2020
s4768,2020,2007
s4769,2019,2018
s4770,2017,2016
s4771,2020,2012
s4772,2020,2014
s4773,2019,2019
s4774,2018,1997
s4775,2018,2017
s4776,2019,2018
s4777,2017,1990
s4778,2019,2019
s4779,2019,2019
s4780,2016,2015
s4781,2018,2018
s4782,2018,1989
s4783,2017,2017
s4784,2018,2018
s4785,2017,2003
s4786,2019,2018
s4787,2021,1992
s4788,2020,2020
s4789,2020,2016
s4790,2017,2011
s4791,2018,2017
s4792,2019,2019
s4793,2019,2019
s4794,2020,2020
s4795,2020,1992
s4796,2017,2014
s4797,2017,2017
s4798,2020,2020
s4799,2016,2016
s4800,2020,2009
s4801,2017,2017
s4802,2018,2016
s4803,2019,2010
s4804,2019,2018
s4805,2018,2009
s4806,2018,2016
s4807,2019,2019
s4808,2019,2018
s4809,2018,2015
s4810,2018,2013
s4811,2016,2016
s4812,2014,1990
s4813,2014,1988
s4814,2021,2010
s4815,2019,2019
s4816,2020,2014
s4817,2017,2016
s4818,2020,2019
s4819,2018,2018
s4820,2019,2006
s4821,2021,2014
s4822,2016,2016
s4823,2018,2018
s4824,2017,2016
s4825,2020,2018
s4826,2017,2017
s4827,2018,2018
s4828,2019,2017
s4829,2019,2007
s4830,2018,2018
s4831,2019,2018
s4832,2016,2016
s4833,2019,2019
s4834,2019,2016
s4835,2020,2020
s4836,2017,2016
s4837,2018,2018
s4838,2020,2020
s4839,2019,2019
s4840,2019,2019
s4841,2017,2016
s4842,2019,2018
s4843,2018,2015
s4844,2017,2015
s4845,2019,1993
s4846,2018,2000
s4847,2020,2006
s4848,2018,2015
s4849,2018,2009
s4850,2019,2012
s4851,2020,2016
s4852,2019,2017
s4853,2020,2018
s4854,2018,2017
s4855,2021,2020
s4856,2020,2018
s4857,2019,2018
s4858,2019,2018
s4859,2019,2019
s4860,2018,2017
s4861,2018,2018
s4862,2020,2008
s4863,2017,2016
s4864,2021,2019
s4865,2019,2019
s4866,2019,2018
s4867,2017,1946
s4868,2018,1925
s4869,2018,2002
s4870,2018,2014
s4871,2018,1998
s4872,2020,2018
s4873,2018,2014
s4874,2019,2018
s4875,2019,2009
s4876,2017,2016
s4877,2015,2006
s4878,2020,2010
s4879,2018,2016
s4880,2020,1986
s4881,2020,2012
s4882,2021,2012
s4883,2017,1980
s4884,2019,2018
s4885,2020,2019
s4886,2020,2020
s4887,2020,2018
s4888,2019,2017
s4889,2018,2015
s4890,2018,2008
s4891,2018,2015
s4892,2018,2015
s4893,2018,2014
s4894,2018,2016
s4895,2019,2019
s4896,2020,2020
s4897,2019,2017
s4898,2020,2018
s4899,2020,2019
s4900,2018,2000
s4901,2020,2019
s4902,2019,2019
s4903,2020,2019
s4904,2020,2020
s4905,2018,2018
s4906,2018,2013
s4907,2020,2018
s4908,2020,2017
s4909,2019,2018
s4910,2019,1980
s4911,2016,2016
s4912,2019,2013
s4913,2019,2018
s4914,2018,2016
s4915,2020,2019
s4916,2019,2006
s4917,2020,2017
s4918,2020,2016
s4919,2019,2019
s4920,2019,2018
s4921,2017,2017
s4922,2019,2017
s4923,2017,2017
s4924,2018,2010
s4925,2017,2016
s4926,2018,2017
s4927,2020,2020
s4928,2020,2020
s4929,2015,2015
s4930,2016,2016
s4931,2016,2004
s4932,2016,1998
s4933,2016,2008
s4934,2016,2000
s4935,2016,1999
s4936,2016,2006
s4937,2018,2018
s4938,2016,2003
s4939,2016,2007
s4940,2016,2009
s4941,2016,2005
s4942,2016,2011
s4943,2016,2011
s4944,2016,2011
s4945,2016,2011
s4946,2016,2014
s4947,2016,2014
s4948,2016,2012
s4949,2016,2012
s4950,2016,2012
s4951,2016,2001
s4952,2016,1997
s4953,2016,2002
s4954,2016,1996
s4955,2016,2013
s4956,2016,2013
s4957,2016,2013
s4958,2017,2013
s4959,2019,2019
s4960,2019,2019
s4961,2017,1942
s4962,2020,2015
s4963,2018,2013
s4964,2016,2015
s4965,2017,2010
s4966,2021,2021
s4967,2020,2018
s4968,2018,2018
s4969,2020,2012
s4970,2019,1996
s4971,2017,1969
s4972,2018,1984
s4973,2020,2017
s4974,2019,2019
s4975,2018,2018
s4976,2018,2017
s4977,2014,2014
s4978,2018,2017
s4979,2018,2018
s4980,2020,2020
s4981,2019,2012
s4982,2017,1962
s4983,2019,2018
s4984,2017,2011
s4985,2020,2016
s4986,2017,2017
s4987,2020,2018
s4988,2020,2020
s4989,2018,2017
s4990,2020,2008
s4991,2019,2019
s4992,2020,2018
s4993,2018,2016
s4994,2020,2020
s4995,2018,2018
s4996,2019,2018
s4997,2019,2011
s4998,2020,2020
s4999,2020,2015
s5000,2016,2016
s5001,2018,2000
s5002,2018,2018
s5003,2019,1994
s5004,2017,2014
s5005,2020,2020
s5006,2016,2016
s5007,2017,2017
s5008,2018,2018
s5009,2018,2018
s5010,2019,2017
s5011,2017,2012
s5012,2017,2017
s5013,2020,2011
s5014,2019,2019
s5015,2017,2011
s5016,2020,2015
s5017,2019,2006
s5018,2017,2014
s5019,2018,1986
s5020,2020,2019
s5021,2018,2017
s5022,2021,2019
s5023,2017,1998
s5024,2017,2012
s5025,2019,2018
s5026,2020,2020
s5027,2016,2015
s5028,2018,2018
s5029,2020,2008
s5030,2020,2012
s5031,2020,2014
s5032,2016,2009
s5033,2019,2015
s5034,2020,2018
s5035,2020,2020
s5036,2018,2017
s5037,2018,2018
s5038,2020,2020
s5039,2019,2019
s5040,2019,2018
s5041,2019,2019
s5042,2011,1988
s5043,2020,1990
s5044,2018,2018
s5045,2020,2017
s5046,2020,2019
s5047,2018,2008
s5048,2018,2010
s5049,2020,2020
s5050,2017,2012
s5051,2019,2018
s5052,2020,2004
s5053,2018,2008
s5054,2018,2013
s5055,2019,2009
s5056,2019,2008
s5057,2017,2013
s5058,2019,2012
s5059,2017,2015
s5060,2021,2018
s5061,2017,2017
s5062,2016,2016
s5063,2018,2018
s5064,2019,1980
s5065,2019,2011
s5066,2019,2014
s5067,2020,2020
s5068,2018,2015
s5069,2016,2015
s5070,2017,2016
s5071,2019,1988
s5072,2019,2018
s5073,2019,2016
s5074,2016,2016
s5075,2019,2019
s5076,2017,2016
s5077,2020,2002
s5078,2017,1996
s5079,2018,2014
s5080,2018,2014
s5081,2018,2018
s5082,2019,1974
s5083,2018,2018
s5084,2019,2019
s5085,2019,2018
s5086,2015,2015
s5087,2015,2015
s5088,2018,2018
s5089,2017,1995
s5090,2019,1985
s5091,2020,2016
s5092,2018,2012
s5093,2019,2018
s5094,2019,2005
s5095,2017,2016
s5096,2019,2018
s5097,2018,2010
s5098,2018,2006
s5099,2020,2011
s5100,2017,2017
s5101,2018,2017
s5102,2018,2018
s5103,2020,2020
s5104,2021,2021
s5105,2016,2016
s5106,2019,2019
s5107,2018,2017
s5108,2019,2019
s5109,2020,1984
s5110,2017,2015
s5111,2018,2017
s5112,2018,2018
s5113,2019,2011
s5114,2017,2011
s5115,2019,2019
s5116,2016,2008
s5117,2016,2010
s5118,2017,2017
s5119,2020,2011
s5120,2018,2015
s5121,2020,2020
s5122,2020,2020
s5123,2019,1955
s5124,2017,2004
s5125,2020,2016
s5126,2016,2016
s5127,2018,2018
s5128,2019,2018
s5129,2020,2019
s5130,2019,2018
s5131,2020,2020
s5132,2018,2018
s5133,2017,2016
s5134,2017,2016
s5135,2019,1984
s5136,2018,2017
s5137,2018,2017
s5138,2019,2015
s5139,2021,2013
s5140,2016,2016
s5141,2017,2016
s5142,2019,2015
s5143,2016,2016
s5144,2017,2017
s5145,2020,2020
s5146,2018,2012
s5147,2017,2017
s5148,2016,2012
s5149,2019,2019
s5150,2019,2019
s5151,2019,2019
s5152,2019,2019
s5153,2019,2019
s5154,2018,2018
s5155,2018,2018
s5156,2018,2018
s5157,2017,2015
s5158,2018,2015
s5159,2020,2010
s5160,2020,2017
s5161,2020,2018
s5162,2020,2015
s5163,2019,2014
s5164,2019,2012
s5165,2020,2014
s5166,2018,2018
s5167,2020,2010
s5168,2018,2017
s5169,2020,2020
s5170,2020,2020
s5171,2017,2016
s5172,2015,2015
s5173,2017,2017
s5174,2019,2018
s5175,2020,2017
s5176,2018,2016
s5177,2020,1976
s5178,2018,1980
s5179,2017,2016
s5180,2019,2017
s5181,2018,2014
s5182,2019,2019
s5183,2019,2018
s5184,2018,2018
s5185,2019,2018
s5186,2018,2017
s5187,2018,2017
s5188,2020,2017
s5189,2019,2008
s5190,2016,2012
s5191,2020,2020
s5192,2020,2020
s5193,2020,2020
s5194,2019,2019
s5195,2019,2016
s5196,2016,2016
s5197,2016,2016
s5198,2018,2018
s5199,2019,2019
s5200,2020,2020
s5201,2016,1979
s5202,2015,2015
s5203,2018,2018
s5204,2020,2020
s5205,2020,2019
s5206,2020,2020
s5207,2019,2018
s5208,2019,2008
s5209,2019,2019
s5210,2019,2019
s5211,2019,2017
s5212,2018,2015
s5213,2020,2015
s5214,2018,2017
s5215,2016,2016
s5216,2017,2017
s5217,2020,2020
s5218,2017,2013
s5219,2019,2018
s5220,2018,2010
s5221,2020,2020
s5222,2020,2020
s5223,2020,2020
s5224,2017,2011
s5225,2019,2019
s5226,2019,2018
s5227,2020,2019
s5228,2020,2005
s5229,2020,2016
s5230,2020,2020
s5231,2019,2010
s5232,2016,2015
s5233,2020,2009
s5234,2020,2020
s5235,2018,2016
s5236,2019,2018
s5237,2017,2015
s5238,2019,2018
s5239,2016,1985
s5240,2019,2018
s5241,2017,2016
s5242,2019,2019
s5243,2019,2008
s5244,2019,2019
s5245,2019,1976
s5246,2017,2016
s5247,2019,1979
s5248,2019,1982
s5249,2019,1985
s5250,2019,1990
s5251,2017,2017
s5252,2017,2017
s5253,2017,2017
s5254,2020,2020
s5255,2020,2019
s5256,2020,2020
s5257,2019,2014
s5258,2019,2018
s5259,2018,2017
s5260,2017,2015
s5261,2019,2019
s5262,2018,2018
s5263,2019,2019
s5264,2020,2020
s5265,2019,2019
s5266,2017,2010
s5267,2017,2013
s5268,2019,2019
s5269,2017,2014
s5270,2018,2018
s5271,2018,2018
s5272,2018,2018
s5273,2019,2019
s5274,2019,2019
s5275,2018,2015
s5276,2020,2020
s5277,2019,2017
s5278,2019,2012
s5279,2019,2016
s5280,2020,2020
s5281,2017,2016
s5282,2020,2020
s5283,2017,2017
s5284,2019,2018
s5285,2020,2020
s5286,2019,1968
s5287,2020,2020
s5288,2019,2019
s5289,2019,1998
s5290,2018,2012
s5291,2018,2018
s5292,2017,2016
s5293,2017,2004
s5294,2019,2016
s5295,2020,2020
s5296,2019,2000
s5297,2018,2017
s5298,2017,2016
s5299,2019,1995
s5300,2019,2005
s5301,2018,2004
s5302,2020,2020
s5303,2020,1999
s5304,2019,2018
s5305,2021,2020
s5306,2019,2018
s5307,2018,2017
s5308,2020,1998
s5309,2017,2010
s5310,2018,2018
s5311,2017,2017
s5312,2015,2015
s5313,2013,2013
s5314,2016,2016
s5315,2013,2013
s5316,2019,2019
s5317,2020,2019
s5318,2020,2020
s5319,2017,2016
s5320,2017,2017
s5321,2017,2016
s5322,2018,2016
s5323,2021,2003
s5324,2020,2020
s5325,2018,2015
s5326,2019,2019
s5327,2019,1982
s5328,2019,2019
s5329,2019,2016
s5330,2020,2017
s5331,2018,2018
s5332,2019,2019
s5333,2017,2013
s5334,2018,2017
s5335,2017,2014
s5336,2017,2016
s5337,2019,1983
s5338,2016,2014
s5339,2017,2016
s5340,2019,2018
s5341,2020,2012
s5342,2017,2017
s5343,2017,2016
s5344,2020,2013
s5345,2020,1986
s5346,2018,2009
s5347,2018,2016
s5348,2020,2019
s5349,2018,2007
s5350,2020,2019
s5351,2017,1975
s5352,2020,1963
s5353,2019,2018
s5354,2019,2014
s5355,2018,2018
s5356,2019,2014
s5357,2020,2020
s5358,2018,1987
s5359,2018,1991
s5360,2018,1991
s5361,2018,2016
s5362,2018,2017
s5363,2019,2019
s5364,2018,2017
s5365,2018,2017
s5366,2019,2013
s5367,2015,2014
s5368,2016,2012
s5369,2018,2018
s5370,2019,2018
s5371,2017,2017
s5372,2017,1945
s5373,2018,2008
s5374,2017,2017
s5375,2016,2016
s5376,2017,2017
s5377,2019,1964
s5378,2018,2018
s5379,2020,2020
s5380,2020,2016
s5381,2019,2019
s5382,2017,2014
s5383,2019,2019
s5384,2016,2016
s5385,2015,2010
s5386,2020,2020
s5387,2018,2018
s5388,2018,2018
s5389,2020,2020
s5390,2017,2017
s5391,2019,2010
s5392,2017,2014
s5393,2017,2015
s5394,2017,2016
s5395,2018,2005
s5396,2019,2018
s5397,2019,2018
s5398,2019,2018
s5399,2018,2017
s5400,2018,2017
s5401,2019,2008
s5402,2019,2018
s5403,2017,2014
s5404,2018,2012
s5405,2020,2017
s5406,2019,1982
s5407,2017,2014
s5408,2020,2017
s5409,2018,2013
s5410,2016,2016
s5411,2017,2017
s5412,2019,2018
s5413,2020,2017
s5414,2018,2015
s5415,2019,2019
s5416,2017,2017
s5417,2019,2013
s5418,2020,2019
s5419,2018,2018
s5420,2020,2020
s5421,2018,2014
s5422,2020,1985
s5423,2020,2017
s5424,2019,2019
s5425,2018,2018
s5426,2020,1955
s5427,2019,2011
s5428,2020,2019
s5429,2020,2000
s5430,2020,2013
s5431,2018,1993
s5432,2020,2020
s5433,2020,1988
s5434,2020,2019
s5435,2018,2016
s5436,2020,2020
s5437,2020,2020
s5438,2019,1998
s5439,2019,2012
s5440,2018,2018
s5441,2018,2010
s5442,2019,2019
s5443,2019,1997
s5444,2019,2000
s5445,2019,2018
s5446,2018,2013
s5447,2019,2018
s5448,2020,2012
s5449,2020,2014
s5450,2020,1993
s5451,2019,2012
s5452,2019,2011
s5453,2018,2018
s5454,2019,2019
s5455,2019,2012
s5456,2019,2016
s5457,2019,2015
s5458,2018,2007
s5459,2017,2014
s5460,2019,2016
s5461,2018,2015
s5462,2019,2019
s5463,2019,2015
s5464,2018,2016
s5465,2018,2017
s5466,2020,2019
s5467,2018,2018
s5468,2017,2013
s5469,2017,2013
s5470,2019,2016
s5471,2017,2013
s5472,2017,2014
s5473,2017,2013
s5474,2017,2013
s5475,2017,2014
s5476,2020,2020
s5477,2017,2013
s5478,2017,2014
s5479,2017,2014
s5480,2017,2017
s5481,2019,2017
s5482,2019,2019
s5483,2018,2018
s5484,2019,2018
s5485,2019,2019
s5486,2018,2018
s5487,2020,2020
s5488,2020,2020
s5489,2019,2015
s5490,2020,2020
s5491,2017,2015
s5492,2017,2012
s5493,2019,2010
s5494,2016,2018
s5495,2019,2016
s5496,2017,2015
s5497,2020,2016
s5498,2018,2017
s5499,2020,2020
s5500,2019,2018
s5501,2020,2020
s5502,2020,2020
s5503,2017,2015
s5504,2018,2018
s5505,2018,2008
s5506,2020,2011
s5507,2019,2019
s5508,2018,2018
s5509,2020,2020
s5510,2018,2013
s5511,2020,2019
s5512,2020,2019
s5513,2019,2018
s5514,2017,2017
s5515,2018,2018
s5516,2018,2008
s5517,2018,2018
s5518,2019,2017
s5519,2019,2019
s5520,2020,2014
s5521,2021,2010
s5522,2021,2008
s5523,2017,2016
s5524,2020,2008
s5525,2020,2020
s5526,2020,2020
s5527,2017,1999
s5528,2019,2019
s5529,2019,2019
s5530,2019,2019
s5531,2019,2019
s5532,2019,2005
s5533,2019,2018
s5534,2017,2016
s5535,2018,2011
s5536,2020,2011
s5537,2019,1986
s5538,2018,2002
s5539,2020,2019
s5540,2018,2012
s5541,2019,2019
s5542,2018,2002
s5543,2018,2002
s5544,2019,2011
s5545,2020,2018
s5546,2020,2016
s5547,2020,2020
s5548,2020,2020
s5549,2018,2008
s5550,2020,2020
s5551,2020,2020
s5552,2020,2020
s5553,2020,2019
s5554,2020,2006
s5555,2020,2020
s5556,2019,2014
s5557,2019,2018
s5558,2019,2010
s5559,2020,2013
s5560,2019,2019
s5561,2017,2010
s5562,2017,2016
s5563,2017,2017
s5564,2021,2009
s5565,2017,1991
s5566,2020,2020
s5567,2017,2017
s5568,2019,2018
s5569,2020,2020
s5570,2018,2018
s5571,2019,1990
s5572,2019,2018
s5573,2019,2018
s5574,2019,2007
s5575,2020,2014
s5576,2018,2016
s5577,2018,2018
s5578,2018,2017
s5579,2019,2011
s5580,2018,2016
s5581,2019,2013
s5582,2019,2016
s5583,2019,2009
s5584,2019,2017
s5585,2017,2017
s5586,2017,2016
s5587,2018,2004
s5588,2013,2013
s5589,2018,2015
s5590,2018,2017
s5591,2018,2017
s5592,2018,2004
s5593,2020,2018
s5594,2020,2019
s5595,2020,2020
s5596,2018,2018
s5597,2019,2017
s5598,2018,2018
s5599,2020,2008
s5600,2018,2014
s5601,2018,2018
s5602,2018,2014
s5603,2019,2016
s5604,2020,2020
s5605,2018,2018
s5606,2019,2014
s5607,2019,2012
s5608,2017,2016
s5609,2020,2019
s5610,2018,2016
s5611,2020,2012
s5612,2017,2015
s5613,2018,2016
s5614,2019,2019
s5615,2020,2012
s5616,2017,2017
s5617,2020,2019
s5618,2017,2008
s5619,2019,2018
s5620,2020,2015
s5621,2019,2018
s5622,2020,2020
s5623,2020,2020
s5624,2020,2020
s5625,2017,1960
s5626,2019,2019
s5627,2017,2013
s5628,2020,2011
s5629,2018,2015
s5630,2018,2018
s5631,2020,2018
s5632,2017,2015
s5633,2018,2017
s5634,2019,2015
s5635,2019,2017
s5636,2019,2019
s5637,2020,2016
s5638,2018,2018
s5639,2016,2016
s5640,2016,2015
s5641,2020,1998
s5642,2019,2012
s5643,2018,2018
s5644,2020,2020
s5645,2020,2020
s5646,2020,2019
s5647,2020,2020
s5648,2018,2014
s5649,2016,2016
s5650,2018,2016
s5651,2017,2017
s5652,2019,2016
s5653,2016,2016
s5654,2017,2016
s5655,2020,2020
s5656,2018,2014
s5657,2018,2018
s5658,2019,2010
s5659,2019,2019
s5660,2017,2017
s5661,2020,2019
s5662,2017,2015
s5663,2019,2019
s5664,2020,2019
s5665,2019,2019
s5666,2020,2020
s5667,2020,2004
s5668,2019,1996
s5669,2020,1993
s5670,2018,2018
s5671,2019,2017
s5672,2018,2015
s5673,2017,2017
s5674,2019,1998
s5675,2018,2017
s5676,2019,2008
s5677,2017,2017
s5678,2017,2016
s5679,2018,2018
s5680,2015,2015
s5681,2020,2020
s5682,2020,2016
s5683,2020,2000
s5684,2020,2016
s5685,2019,2013
s5686,2020,2020
s5687,2018,2005
s5688,2019,2018
s5689,2020,2020
s5690,2019,2013
s5691,2016,2016
